order_id,order_date,actual_returned,return_probability,risk_level,recommended_action,intervention_threshold,monitor_threshold,expected_avoided_return_cost,intervention_cost,net_expected_value
O030046,2025-10-01 09:59:31.379284,0,0.2312942937069071,HIGH,INTERVENE,0.21,0.1,111.0212609793154,100.0,11.0212609793154
O030047,2025-10-01 10:12:37.638940,0,0.3125257065533165,HIGH,INTERVENE,0.21,0.1,150.01233914559194,100.0,50.01233914559194
O030048,2025-10-01 10:25:43.898597,0,0.3888323571569652,HIGH,INTERVENE,0.21,0.1,186.6395314353433,100.0,86.63953143534329
O030049,2025-10-01 10:38:50.158253,0,0.2004336196541433,MEDIUM,MONITOR,0.21,0.1,96.20813743398878,100.0,-3.7918625660112184
O030050,2025-10-01 10:51:56.417910,0,0.1283725595341633,MEDIUM,MONITOR,0.21,0.1,61.61882857639838,100.0,-38.38117142360162
O030051,2025-10-01 11:05:02.677566,0,0.0647643651005162,LOW,NO_ACTION,0.21,0.1,31.086895248247775,100.0,-68.91310475175223
O030052,2025-10-01 11:18:08.937223,0,0.5369856631557125,HIGH,INTERVENE,0.21,0.1,257.753118314742,100.0,157.75311831474198
O030053,2025-10-01 11:31:15.196879,0,0.352185181378801,HIGH,INTERVENE,0.21,0.1,169.04888706182447,100.0,69.04888706182447
O030054,2025-10-01 11:44:21.456536,0,0.0966449548100935,LOW,NO_ACTION,0.21,0.1,46.389578308844875,100.0,-53.610421691155125
O030055,2025-10-01 11:57:27.716192,0,0.1192938128176856,MEDIUM,MONITOR,0.21,0.1,57.26103015248909,100.0,-42.73896984751091
O030056,2025-10-01 12:10:33.975849,1,0.1819271493504997,MEDIUM,MONITOR,0.21,0.1,87.32503168823985,100.0,-12.674968311760153
O030057,2025-10-01 12:23:40.235505,0,0.2148296181363228,HIGH,INTERVENE,0.21,0.1,103.11821670543493,100.0,3.118216705434932
O030058,2025-10-01 12:36:46.495162,0,0.363133269502546,HIGH,INTERVENE,0.21,0.1,174.30396936122207,100.0,74.30396936122207
O030059,2025-10-01 12:49:52.754818,0,0.1425483631832404,MEDIUM,MONITOR,0.21,0.1,68.42321432795539,100.0,-31.576785672044608
O030060,2025-10-01 13:02:59.014475,0,0.3350253984431657,HIGH,INTERVENE,0.21,0.1,160.81219125271951,100.0,60.812191252719515
O030061,2025-10-01 13:16:05.274131,0,0.1285623081882655,MEDIUM,MONITOR,0.21,0.1,61.709907930367436,100.0,-38.290092069632564
O030062,2025-10-01 13:29:11.533788,1,0.1927226301039138,MEDIUM,MONITOR,0.21,0.1,92.50686244987862,100.0,-7.493137550121375
O030063,2025-10-01 13:42:17.793444,0,0.1454798361979466,MEDIUM,MONITOR,0.21,0.1,69.83032137501436,100.0,-30.169678624985636
O030064,2025-10-01 13:55:24.053101,0,0.3070650683803718,HIGH,INTERVENE,0.21,0.1,147.39123282257844,100.0,47.391232822578445
O030065,2025-10-01 14:08:30.312757,0,0.1017536495642589,MEDIUM,MONITOR,0.21,0.1,48.84175179084427,100.0,-51.15824820915573
O030066,2025-10-01 14:21:36.572414,0,0.0947043547271683,LOW,NO_ACTION,0.21,0.1,45.45809026904079,100.0,-54.54190973095921
O030067,2025-10-01 14:34:42.832070,0,0.0699514653828627,LOW,NO_ACTION,0.21,0.1,33.576703383774095,100.0,-66.42329661622591
O030068,2025-10-01 14:47:49.091727,0,0.177647196705508,MEDIUM,MONITOR,0.21,0.1,85.27065441864383,100.0,-14.72934558135617
O030069,2025-10-01 15:00:55.351383,0,0.1385922132137098,MEDIUM,MONITOR,0.21,0.1,66.5242623425807,100.0,-33.4757376574193
O030070,2025-10-01 15:14:01.611040,0,0.3432260417174252,HIGH,INTERVENE,0.21,0.1,164.7485000243641,100.0,64.74850002436409
O030071,2025-10-01 15:27:07.870696,0,0.2085114908065152,MEDIUM,MONITOR,0.21,0.1,100.0855155871273,100.0,0.08551558712730412
O030072,2025-10-01 15:40:14.130353,0,0.2773358095498428,HIGH,INTERVENE,0.21,0.1,133.12118858392455,100.0,33.12118858392455
O030073,2025-10-01 15:53:20.390009,0,0.1562806070544342,MEDIUM,MONITOR,0.21,0.1,75.0146913861284,100.0,-24.985308613871595
O030074,2025-10-01 16:06:26.649666,0,0.0923609500975028,LOW,NO_ACTION,0.21,0.1,44.33325604680134,100.0,-55.66674395319866
O030075,2025-10-01 16:19:32.909322,0,0.3322704117660481,HIGH,INTERVENE,0.21,0.1,159.48979764770309,100.0,59.489797647703085
O030076,2025-10-01 16:32:39.168979,1,0.0870526997063721,LOW,NO_ACTION,0.21,0.1,41.78529585905861,100.0,-58.21470414094139
O030077,2025-10-01 16:45:45.428635,0,0.3622717521738422,HIGH,INTERVENE,0.21,0.1,173.89044104344427,100.0,73.89044104344427
O030078,2025-10-01 16:58:51.688292,0,0.1443007337090651,MEDIUM,MONITOR,0.21,0.1,69.26435218035124,100.0,-30.73564781964876
O030079,2025-10-01 17:11:57.947948,1,0.3187857189133296,HIGH,INTERVENE,0.21,0.1,153.0171450783982,100.0,53.01714507839819
O030080,2025-10-01 17:25:04.207605,0,0.2046589734329107,MEDIUM,MONITOR,0.21,0.1,98.23630724779713,100.0,-1.7636927522028714
O030081,2025-10-01 17:38:10.467261,0,0.4550905031101845,HIGH,INTERVENE,0.21,0.1,218.44344149288855,100.0,118.44344149288855
O030082,2025-10-01 17:51:16.726918,0,0.1467819374349181,MEDIUM,MONITOR,0.21,0.1,70.45532996876068,100.0,-29.54467003123932
O030083,2025-10-01 18:04:22.986574,0,0.2017091049008119,MEDIUM,MONITOR,0.21,0.1,96.8203703523897,100.0,-3.179629647610298
O030084,2025-10-01 18:17:29.246231,0,0.1742168392419358,MEDIUM,MONITOR,0.21,0.1,83.62408283612918,100.0,-16.375917163870824
O030085,2025-10-01 18:30:35.505887,1,0.2150143315492802,HIGH,INTERVENE,0.21,0.1,103.20687914365449,100.0,3.20687914365449
O030086,2025-10-01 18:43:41.765544,0,0.4715057961314293,HIGH,INTERVENE,0.21,0.1,226.32278214308604,100.0,126.32278214308604
O030087,2025-10-01 18:56:48.025200,0,0.1269824577957226,MEDIUM,MONITOR,0.21,0.1,60.95157974194684,100.0,-39.04842025805316
O030088,2025-10-01 19:09:54.284857,0,0.1470257171275023,MEDIUM,MONITOR,0.21,0.1,70.5723442212011,100.0,-29.427655778798893
O030089,2025-10-01 19:23:00.544513,0,0.2730793337948637,HIGH,INTERVENE,0.21,0.1,131.07808022153458,100.0,31.078080221534577
O030090,2025-10-01 19:36:06.804170,0,0.547490738256037,HIGH,INTERVENE,0.21,0.1,262.79555436289775,100.0,162.79555436289775
O030091,2025-10-01 19:49:13.063826,1,0.1695197969938694,MEDIUM,MONITOR,0.21,0.1,81.36950255705732,100.0,-18.630497442942684
O030092,2025-10-01 20:02:19.323483,0,0.0747619734301816,LOW,NO_ACTION,0.21,0.1,35.88574724648716,100.0,-64.11425275351283
O030093,2025-10-01 20:15:25.583139,0,0.2124013932579926,HIGH,INTERVENE,0.21,0.1,101.95266876383644,100.0,1.9526687638364422
O030094,2025-10-01 20:28:31.842796,0,0.3862090103881322,HIGH,INTERVENE,0.21,0.1,185.38032498630346,100.0,85.38032498630346
O030095,2025-10-01 20:41:38.102452,0,0.0690380570509392,LOW,NO_ACTION,0.21,0.1,33.13826738445081,100.0,-66.86173261554919
O030096,2025-10-01 20:54:44.362109,0,0.4780109009329094,HIGH,INTERVENE,0.21,0.1,229.4452324477965,100.0,129.4452324477965
O030097,2025-10-01 21:07:50.621765,0,0.1250600339482728,MEDIUM,MONITOR,0.21,0.1,60.02881629517095,100.0,-39.97118370482905
O030098,2025-10-01 21:20:56.881422,0,0.3000419518859598,HIGH,INTERVENE,0.21,0.1,144.0201369052607,100.0,44.0201369052607
O030099,2025-10-01 21:34:03.141078,0,0.1086966902414049,MEDIUM,MONITOR,0.21,0.1,52.174411315874345,100.0,-47.825588684125655
O030100,2025-10-01 21:47:09.400735,1,0.3410859164809973,HIGH,INTERVENE,0.21,0.1,163.7212399108787,100.0,63.721239910878694
O030101,2025-10-01 22:00:15.660391,1,0.3510555348679416,HIGH,INTERVENE,0.21,0.1,168.50665673661197,100.0,68.50665673661197
O030102,2025-10-01 22:13:21.920048,1,0.1754299905505255,MEDIUM,MONITOR,0.21,0.1,84.20639546425224,100.0,-15.793604535747761
O030103,2025-10-01 22:26:28.179704,0,0.1781616800197732,MEDIUM,MONITOR,0.21,0.1,85.51760640949114,100.0,-14.482393590508863
O030104,2025-10-01 22:39:34.439360,0,0.1118076622875288,MEDIUM,MONITOR,0.21,0.1,53.66767789801382,100.0,-46.33232210198618
O030105,2025-10-01 22:52:40.699017,1,0.2659587503378381,HIGH,INTERVENE,0.21,0.1,127.66020016216228,100.0,27.660200162162283
O030106,2025-10-01 23:05:46.958673,0,0.4041248117399829,HIGH,INTERVENE,0.21,0.1,193.97990963519177,100.0,93.97990963519177
O030107,2025-10-01 23:18:53.218330,1,0.2860843124364636,HIGH,INTERVENE,0.21,0.1,137.3204699695025,100.0,37.32046996950251
O030108,2025-10-01 23:31:59.477986,0,0.2174206718295074,HIGH,INTERVENE,0.21,0.1,104.36192247816354,100.0,4.361922478163535
O030109,2025-10-01 23:45:05.737643,0,0.3276243441222379,HIGH,INTERVENE,0.21,0.1,157.2596851786742,100.0,57.259685178674204
O030110,2025-10-01 23:58:11.997299,0,0.1183566665350637,MEDIUM,MONITOR,0.21,0.1,56.81119993683057,100.0,-43.18880006316943
O030111,2025-10-02 00:11:18.256956,0,0.1786566288174966,MEDIUM,MONITOR,0.21,0.1,85.75518183239838,100.0,-14.244818167601622
O030112,2025-10-02 00:24:24.516612,0,0.6117598342421476,HIGH,INTERVENE,0.21,0.1,293.64472043623084,100.0,193.64472043623084
O030113,2025-10-02 00:37:30.776269,0,0.2995383362674891,HIGH,INTERVENE,0.21,0.1,143.77840140839479,100.0,43.778401408394785
O030114,2025-10-02 00:50:37.035925,1,0.1398476256892582,MEDIUM,MONITOR,0.21,0.1,67.12686033084394,100.0,-32.87313966915606
O030115,2025-10-02 01:03:43.295582,0,0.2329403894793676,HIGH,INTERVENE,0.21,0.1,111.81138695009645,100.0,11.811386950096448
O030116,2025-10-02 01:16:49.555238,0,0.1762786003225672,MEDIUM,MONITOR,0.21,0.1,84.61372815483226,100.0,-15.386271845167741
O030117,2025-10-02 01:29:55.814895,0,0.1809995116972272,MEDIUM,MONITOR,0.21,0.1,86.87976561466904,100.0,-13.12023438533096
O030118,2025-10-02 01:43:02.074551,1,0.0858360589230678,LOW,NO_ACTION,0.21,0.1,41.20130828307254,100.0,-58.79869171692746
O030119,2025-10-02 01:56:08.334208,0,0.3902620873309257,HIGH,INTERVENE,0.21,0.1,187.32580191884435,100.0,87.32580191884435
O030120,2025-10-02 02:09:14.593864,0,0.1315820623963497,MEDIUM,MONITOR,0.21,0.1,63.159389950247856,100.0,-36.840610049752144
O030121,2025-10-02 02:22:20.853521,1,0.2713430950858689,HIGH,INTERVENE,0.21,0.1,130.24468564121707,100.0,30.244685641217075
O030122,2025-10-02 02:35:27.113177,0,0.108755731748137,MEDIUM,MONITOR,0.21,0.1,52.20275123910576,100.0,-47.79724876089424
O030123,2025-10-02 02:48:33.372834,0,0.1749335072390516,MEDIUM,MONITOR,0.21,0.1,83.96808347474477,100.0,-16.031916525255227
O030124,2025-10-02 03:01:39.632490,0,0.083515952170367,LOW,NO_ACTION,0.21,0.1,40.08765704177616,100.0,-59.91234295822384
O030125,2025-10-02 03:14:45.892147,0,0.1212001150728276,MEDIUM,MONITOR,0.21,0.1,58.176055234957246,100.0,-41.823944765042754
O030126,2025-10-02 03:27:52.151803,0,0.2002011321762085,MEDIUM,MONITOR,0.21,0.1,96.09654344458008,100.0,-3.903456555419922
O030127,2025-10-02 03:40:58.411460,1,0.3856477949502955,HIGH,INTERVENE,0.21,0.1,185.11094157614184,100.0,85.11094157614184
O030128,2025-10-02 03:54:04.671116,0,0.144101395249615,MEDIUM,MONITOR,0.21,0.1,69.16866971981518,100.0,-30.831330280184815
O030129,2025-10-02 04:07:10.930773,0,0.3259485082101572,HIGH,INTERVENE,0.21,0.1,156.45528394087543,100.0,56.45528394087543
O030130,2025-10-02 04:20:17.190429,1,0.2297415344740546,HIGH,INTERVENE,0.21,0.1,110.2759365475462,100.0,10.275936547546195
O030131,2025-10-02 04:33:23.450086,0,0.2675390976046366,HIGH,INTERVENE,0.21,0.1,128.41876685022558,100.0,28.41876685022558
O030132,2025-10-02 04:46:29.709742,0,0.0882351024934579,LOW,NO_ACTION,0.21,0.1,42.352849196859786,100.0,-57.647150803140214
O030133,2025-10-02 04:59:35.969399,1,0.2452302869901218,HIGH,INTERVENE,0.21,0.1,117.71053775525846,100.0,17.710537755258457
O030134,2025-10-02 05:12:42.229055,0,0.2070300737834312,MEDIUM,MONITOR,0.21,0.1,99.37443541604696,100.0,-0.6255645839530359
O030135,2025-10-02 05:25:48.488712,1,0.2097420613530515,MEDIUM,MONITOR,0.21,0.1,100.67618944946473,100.0,0.6761894494647294
O030136,2025-10-02 05:38:54.748368,0,0.0883757814654795,LOW,NO_ACTION,0.21,0.1,42.42037510343016,100.0,-57.57962489656984
O030137,2025-10-02 05:52:01.008025,0,0.2420740064634835,HIGH,INTERVENE,0.21,0.1,116.19552310247208,100.0,16.19552310247208
O030138,2025-10-02 06:05:07.267681,0,0.4602635208047789,HIGH,INTERVENE,0.21,0.1,220.92648998629386,100.0,120.92648998629386
O030139,2025-10-02 06:18:13.527338,0,0.4051530887889501,HIGH,INTERVENE,0.21,0.1,194.47348261869607,100.0,94.47348261869607
O030140,2025-10-02 06:31:19.786994,0,0.1250705067163622,MEDIUM,MONITOR,0.21,0.1,60.03384322385384,100.0,-39.96615677614616
O030141,2025-10-02 06:44:26.046651,0,0.092827909822634,LOW,NO_ACTION,0.21,0.1,44.557396714864325,100.0,-55.442603285135675
O030142,2025-10-02 06:57:32.306307,1,0.2981556873401739,HIGH,INTERVENE,0.21,0.1,143.11472992328348,100.0,43.11472992328348
O030143,2025-10-02 07:10:38.565964,0,0.3204980543743125,HIGH,INTERVENE,0.21,0.1,153.83906609967,100.0,53.83906609966999
O030144,2025-10-02 07:23:44.825620,0,0.1514963411879942,MEDIUM,MONITOR,0.21,0.1,72.71824377023722,100.0,-27.281756229762777
O030145,2025-10-02 07:36:51.085277,0,0.4449881239702254,HIGH,INTERVENE,0.21,0.1,213.5942995057082,100.0,113.5942995057082
O030146,2025-10-02 07:49:57.344933,1,0.1010927037263825,MEDIUM,MONITOR,0.21,0.1,48.5244977886636,100.0,-51.4755022113364
O030147,2025-10-02 08:03:03.604590,0,0.2893969160847321,HIGH,INTERVENE,0.21,0.1,138.9105197206714,100.0,38.9105197206714
O030148,2025-10-02 08:16:09.864246,0,0.2155948286818287,HIGH,INTERVENE,0.21,0.1,103.48551776727777,100.0,3.48551776727777
O030149,2025-10-02 08:29:16.123903,0,0.156181791888858,MEDIUM,MONITOR,0.21,0.1,74.96726010665184,100.0,-25.032739893348165
O030150,2025-10-02 08:42:22.383559,1,0.2861587180713286,HIGH,INTERVENE,0.21,0.1,137.3561846742377,100.0,37.35618467423771
O030151,2025-10-02 08:55:28.643216,1,0.2082466918144936,MEDIUM,MONITOR,0.21,0.1,99.95841207095692,100.0,-0.04158792904307518
O030152,2025-10-02 09:08:34.902872,0,0.3490796846391025,HIGH,INTERVENE,0.21,0.1,167.5582486267692,100.0,67.5582486267692
O030153,2025-10-02 09:21:41.162529,0,0.1236459782417907,MEDIUM,MONITOR,0.21,0.1,59.35006955605954,100.0,-40.64993044394046
O030154,2025-10-02 09:34:47.422185,0,0.1837223493599048,MEDIUM,MONITOR,0.21,0.1,88.1867276927543,100.0,-11.813272307245697
O030155,2025-10-02 09:47:53.681842,0,0.0879768796530649,LOW,NO_ACTION,0.21,0.1,42.228902233471146,100.0,-57.771097766528854
O030156,2025-10-02 10:00:59.941498,0,0.1016023962256358,MEDIUM,MONITOR,0.21,0.1,48.76915018830518,100.0,-51.23084981169482
O030157,2025-10-02 10:14:06.201155,0,0.1557519510199424,MEDIUM,MONITOR,0.21,0.1,74.76093648957234,100.0,-25.239063510427656
O030158,2025-10-02 10:27:12.460811,0,0.0876947530902488,LOW,NO_ACTION,0.21,0.1,42.09348148331942,100.0,-57.90651851668058
O030159,2025-10-02 10:40:18.720468,0,0.2255612493087214,HIGH,INTERVENE,0.21,0.1,108.26939966818627,100.0,8.269399668186267
O030160,2025-10-02 10:53:24.980124,1,0.1968235795962629,MEDIUM,MONITOR,0.21,0.1,94.47531820620618,100.0,-5.5246817937938175
O030161,2025-10-02 11:06:31.239780,1,0.177434547209463,MEDIUM,MONITOR,0.21,0.1,85.16858266054224,100.0,-14.831417339457758
O030162,2025-10-02 11:19:37.499437,0,0.1268080483145335,MEDIUM,MONITOR,0.21,0.1,60.86786319097607,100.0,-39.13213680902393
O030163,2025-10-02 11:32:43.759093,0,0.3688408215566145,HIGH,INTERVENE,0.21,0.1,177.04359434717497,100.0,77.04359434717497
O030164,2025-10-02 11:45:50.018750,1,0.1383099567371166,MEDIUM,MONITOR,0.21,0.1,66.38877923381597,100.0,-33.61122076618403
O030165,2025-10-02 11:58:56.278406,1,0.2388297275549469,HIGH,INTERVENE,0.21,0.1,114.63826922637452,100.0,14.638269226374518
O030166,2025-10-02 12:12:02.538063,1,0.4755326102507122,HIGH,INTERVENE,0.21,0.1,228.25565292034184,100.0,128.25565292034184
O030167,2025-10-02 12:25:08.797719,0,0.1177580573583351,MEDIUM,MONITOR,0.21,0.1,56.52386753200085,100.0,-43.47613246799915
O030168,2025-10-02 12:38:15.057376,1,0.3578240228997676,HIGH,INTERVENE,0.21,0.1,171.75553099188846,100.0,71.75553099188846
O030169,2025-10-02 12:51:21.317032,0,0.0605739660117379,LOW,NO_ACTION,0.21,0.1,29.075503685634192,100.0,-70.92449631436581
O030170,2025-10-02 13:04:27.576689,0,0.0730603042254898,LOW,NO_ACTION,0.21,0.1,35.0689460282351,100.0,-64.9310539717649
O030171,2025-10-02 13:17:33.836345,0,0.1151941111650216,MEDIUM,MONITOR,0.21,0.1,55.29317335921037,100.0,-44.70682664078963
O030172,2025-10-02 13:30:40.096002,0,0.2661869876737195,HIGH,INTERVENE,0.21,0.1,127.76975408338535,100.0,27.76975408338535
O030173,2025-10-02 13:43:46.355658,0,0.2495421254775769,HIGH,INTERVENE,0.21,0.1,119.78022022923692,100.0,19.780220229236917
O030174,2025-10-02 13:56:52.615315,0,0.220396445360766,HIGH,INTERVENE,0.21,0.1,105.79029377316766,100.0,5.790293773167662
O030175,2025-10-02 14:09:58.874971,0,0.1907408202168033,MEDIUM,MONITOR,0.21,0.1,91.55559370406559,100.0,-8.444406295934414
O030176,2025-10-02 14:23:05.134628,0,0.0936331224909206,LOW,NO_ACTION,0.21,0.1,44.943898795641886,100.0,-55.056101204358114
O030177,2025-10-02 14:36:11.394284,0,0.354418486840887,HIGH,INTERVENE,0.21,0.1,170.12087368362577,100.0,70.12087368362577
O030178,2025-10-02 14:49:17.653941,1,0.3730113529909107,HIGH,INTERVENE,0.21,0.1,179.04544943563712,100.0,79.04544943563712
O030179,2025-10-02 15:02:23.913597,0,0.117723576389627,MEDIUM,MONITOR,0.21,0.1,56.50731666702096,100.0,-43.49268333297904
O030180,2025-10-02 15:15:30.173254,0,0.0729513756473518,LOW,NO_ACTION,0.21,0.1,35.01666031072886,100.0,-64.98333968927113
O030181,2025-10-02 15:28:36.432910,1,0.3268836148153157,HIGH,INTERVENE,0.21,0.1,156.90413511135154,100.0,56.904135111351536
O030182,2025-10-02 15:41:42.692567,1,0.3203600543697669,HIGH,INTERVENE,0.21,0.1,153.7728260974881,100.0,53.77282609748809
O030183,2025-10-02 15:54:48.952223,1,0.1661959471243749,MEDIUM,MONITOR,0.21,0.1,79.77405461969995,100.0,-20.225945380300047
O030184,2025-10-02 16:07:55.211880,0,0.1285567269373445,MEDIUM,MONITOR,0.21,0.1,61.70722892992535,100.0,-38.29277107007465
O030185,2025-10-02 16:21:01.471536,0,0.0830027964397458,LOW,NO_ACTION,0.21,0.1,39.84134229107798,100.0,-60.15865770892202
O030186,2025-10-02 16:34:07.731193,0,0.134082280192696,MEDIUM,MONITOR,0.21,0.1,64.35949449249408,100.0,-35.64050550750592
O030187,2025-10-02 16:47:13.990849,0,0.4970974996765234,HIGH,INTERVENE,0.21,0.1,238.6067998447312,100.0,138.6067998447312
O030188,2025-10-02 17:00:20.250506,0,0.1933958674038277,MEDIUM,MONITOR,0.21,0.1,92.83001635383728,100.0,-7.16998364616272
O030189,2025-10-02 17:13:26.510162,0,0.0989707530917173,LOW,NO_ACTION,0.21,0.1,47.5059614840243,100.0,-52.4940385159757
O030190,2025-10-02 17:26:32.769819,0,0.1246632109568677,MEDIUM,MONITOR,0.21,0.1,59.8383412592965,100.0,-40.1616587407035
O030191,2025-10-02 17:39:39.029475,1,0.0758640807361749,LOW,NO_ACTION,0.21,0.1,36.414758753363955,100.0,-63.585241246636045
O030192,2025-10-02 17:52:45.289132,0,0.1403090509829097,MEDIUM,MONITOR,0.21,0.1,67.34834447179665,100.0,-32.65165552820335
